MasterFile,NumberKilled,CollisionDate,CollisionTime,ParkingLotIndicator,IntersectionWith_Indicator_,NumberInjured,ofUnits,ofMotorVehicleUnits,SpeedLimitNumber,LatitudeDecimalNumber,LongitudeDecimalNumber,MannerofCollisionCode,TotalLanes,RoadwayCharacterCode,RoadwaySurfaceCode,RoadwayConditionCode,WeatherCode,LightConditionCode,RT_UNIQUE,LaneDepart
71895565,1,20161015,1320,0,0,0,1,1,55,36.753189,-84.729393,9,2,3,1,1,2,2,116-KY-0092  -,1
71910248,1,20161204,1015,0,0,0,1,1,55,36.871151,-84.9226,9,2,5,1,5,6,2,116-KY-0092  -,1
71810645,1,20160711,2034,0,1,1,2,2,55,37.866562,-85.159447,1,2,6,1,1,2,3,115-KY-0555  -,0
71784947,1,20160501,739,0,0,0,1,1,55,37.738178,-85.257568,9,2,6,1,1,2,6,115-KY-0055  -,1
71725144,1,20160118,1650,0,1,6,2,2,55,36.992008,-86.502602,1,4,6,1,1,2,5,114-US-0231  -,0
71762067,1,20160416,435,0,0,2,1,1,45,36.989632,-86.492157,9,3,4,1,1,2,6,114-US-0231  -,1
71739859,1,20160223,1308,0,0,1,2,2,55,36.94828,-86.51757,7,4,6,1,1,3,2,114-US-0068  -,1
71745914,1,20160308,1609,0,0,2,2,2,55,36.859348,-86.535492,3,2,6,1,1,3,2,114-US-0031 W-,1
71777235,1,20160522,1840,0,1,2,2,2,55,37.00671,-86.423332,1,2,6,1,1,2,2,114-US-0031 W-,0
71847571,1,20160913,1513,0,1,3,2,2,45,36.886959,-86.35762,1,4,4,1,1,2,2,114-KY-2629  -,0
71764514,1,20160422,1649,0,0,0,1,1,45,36.931091,-86.545967,9,2,3,1,1,2,2,114-KY-1083  -,1
71926208,1,20161231,1533,0,0,0,1,1,55,36.908741,-86.245209,9,2,3,1,5,6,2,114-KY-0234  -,1
71753150,1,20160330,1649,0,0,0,2,1,35,37.003601,-86.443161,9,4,6,1,1,3,2,114-KY-0185  -,0
71906841,1,20161206,1627,0,0,1,2,2,55,37.130981,-86.422699,3,2,1,1,5,2,3,114-KY-0185  -,0
71788265,1,20160609,1546,0,0,0,1,1,55,37.63311,-87.941391,9,2,6,1,1,2,2,113-US-0060  -,1
71903000,1,20161118,1832,0,0,2,2,2,55,37.69865,-87.8489,1,3,6,1,5,6,6,113-US-0060  -,0
71732674,1,20160203,1945,0,0,0,2,1,55,37.67688,-87.890427,9,2,4,1,1,2,6,113-KY-2091  -,0
71785405,1,20160605,211,0,0,2,1,1,55,37.635502,-87.961502,9,2,4,1,1,2,6,113-KY-0492  -,1
71847092,1,20160912,729,0,0,0,1,1,55,37.77343,-87.892899,9,2,6,1,1,4,2,113-KY-0360  -,1
71793220,1,20160623,540,0,0,0,1,1,55,37.62545,-87.822357,9,2,1,1,1,2,2,113-KY-0056  -,1
71731818,1,20160204,2358,0,0,0,2,1,55,38.689129,-85.348396,9,2,3,1,1,2,6,112-US-0421  -,0
71801148,1,20160709,1150,0,0,1,2,2,55,36.647732,-87.199944,1,2,4,1,1,2,2,110-US-0041  -,0
71873809,1,20161003,1222,0,0,0,2,2,55,36.740372,-87.291069,5,2,4,1,1,2,2,110-US-0041  -,1
71763306,1,20160420,1401,0,1,3,2,2,35,36.928452,-87.21701,1,2,4,1,1,2,2,110-KY-0171  -,1
71769604,1,20160505,1432,0,0,0,1,1,55,36.838989,-87.142288,9,2,2,1,1,3,2,110-KY-0106  -,1
71778892,1,20160525,1746,0,0,0,3,3,55,37.327808,-85.389679,1,2,4,1,1,3,2,109-US-0068  -,0
71774126,1,20160510,1140,0,0,0,1,1,55,37.336029,-85.214233,9,2,6,1,1,2,2,109-KY-1798  -,1
71743769,1,20160228,1517,0,0,3,2,2,55,37.428452,-85.525459,5,2,6,1,1,2,2,109-KY-0210  -,1
71812147,1,20160721,1242,0,0,0,2,2,55,37.464611,-85.571213,1,2,6,1,1,2,2,109-KY-0210  -,0
71787662,1,20160611,850,0,0,0,2,2,35,37.33897,-85.341682,1,2,1,1,1,2,2,109-KY-0070  -,0
71732834,1,20160209,2204,0,0,0,2,1,45,36.669022,-86.557892,9,5,6,1,1,3,6,107-US-0031 W-,0
71823145,1,20160622,1013,0,0,1,2,2,45,36.734531,-86.560753,3,2,5,1,1,2,2,107-KY-1171  -,0
71908041,1,20161027,840,0,0,1,2,2,55,36.76284,-86.608437,1,2,3,1,5,2,2,107-KY-0073  -,0
71750989,1,20160208,1145,0,0,1,1,1,70,36.638859,-86.571098,9,4,6,1,1,2,2,107- I-0065  -,1
71726394,1,20160117,420,0,0,0,1,1,55,38.169769,-85.035301,9,2,4,1,1,2,6,106-US-0060  -,1
71715737,1,20160104,1629,0,0,0,1,1,55,38.171398,-85.399651,9,2,1,1,1,2,2,106-KY-0148  -,1
71794235,1,20160609,1720,0,0,0,1,1,55,38.278702,-85.258339,9,2,4,1,1,2,2,106-KY-0053  -,1
71749982,1,20160318,1232,0,0,1,2,2,55,38.28336,-85.13842,3,2,1,1,1,2,2,106-KY-0043  -,0
71797831,1,20160624,1621,0,1,1,3,3,45,38.237499,-84.532349,1,8,6,1,1,2,2,105-US-0062  -,1
71856306,1,20160916,1146,0,0,2,3,3,55,38.29517,-84.563171,3,2,5,1,1,2,2,105-US-0025  -,1
71875021,1,20160928,330,0,0,2,1,1,55,38.244381,-84.722107,9,2,1,1,1,2,6,105-KY-1688  -,1
71886558,1,20160906,829,0,0,0,1,1,55,37.09127,-85.064583,9,2,6,1,1,2,6,104-US-0127  -,1
71903955,1,20161104,1417,0,0,0,1,1,55,36.925579,-85.103844,9,2,1,1,1,2,2,104-US-0127  -,1
71834550,1,20160804,1201,0,0,0,1,1,55,37.00753,-85.028908,9,2,3,1,1,2,2,104-KY-0619  -,1
71823440,1,20160802,1449,0,0,1,1,1,55,38.38702,-83.417999,9,2,1,1,1,2,2,103-KY-0377  -,1
71771397,1,20160501,17,0,1,2,2,2,55,38.179482,-83.461823,3,5,4,1,5,6,6,103-KY-0032  -,0
71867111,1,20161003,1345,0,0,0,2,2,55,38.18755,-83.360252,1,2,1,1,1,2,2,103-KY-0032  -,1
71798856,1,20160701,2148,0,0,0,2,1,45,37.085991,-84.616798,9,6,4,1,1,2,5,100-US-0027  -,0
71802233,1,20160704,1803,0,0,3,2,2,55,36.94738,-84.572601,1,4,1,1,5,6,2,100-US-0027  -,0
71813112,1,20160707,1205,0,0,1,2,2,55,36.938068,-84.541786,3,2,1,1,5,3,2,100-US-0027  -,0
71758339,1,20160404,1719,0,0,0,1,1,35,37.11005,-84.749962,9,2,1,1,1,2,2,100-KY-2993  -,1
71783736,1,20160531,931,0,0,0,1,1,55,37.095001,-84.803688,9,2,6,1,1,2,2,100-KY-0080  -,1
71791831,1,20160609,1643,0,0,1,2,2,45,37.12989,-84.58889,3,2,1,1,1,2,2,100-KY-0039  -,0
71894000,1,20161116,1509,0,0,1,1,1,45,37.150162,-84.573837,9,2,5,1,1,2,2,100-KY-0039  -,1
71871339,1,20160806,48,0,0,1,1,1,55,37.855991,-83.988327,9,2,1,1,1,2,6,099-KY-1028  -,1
71758245,1,20160401,2033,0,0,3,2,2,55,37.881481,-83.930672,3,2,6,1,1,2,6,099-KY-0011  -,0
71820321,1,20160712,1738,0,0,0,1,1,55,37.844509,-83.823433,9,2,1,1,1,2,2,099-KY-0011  -,1
71755462,1,20160327,2052,0,0,0,1,1,45,37.365231,-82.223488,9,2,6,1,1,2,6,098-US-0460  -,1
71875759,1,20161009,2300,0,0,0,1,1,55,37.373562,-82.277718,9,3,1,1,1,2,6,098-US-0460  -,1
71773699,1,20160416,1314,0,0,1,3,3,45,37.547321,-82.46138,5,2,3,1,1,2,2,098-US-0119  -,0
71783300,1,20160516,1450,0,0,0,1,1,55,37.329021,-82.558853,9,4,3,1,1,3,2,098-US-0023  -,1
71741856,1,20160224,2045,0,0,0,1,1,35,37.335041,-82.580627,9,2,3,1,5,9,6,098-KY-0610  -,1
71748153,1,20160312,1531,0,0,1,1,1,45,37.258862,-82.457733,9,2,6,1,1,3,2,098-KY-0197  -,1
71830816,1,20160808,1435,0,0,2,1,1,35,37.31776,-82.458992,9,2,3,1,5,2,2,098-KY-0195  -,1
71754897,1,20160315,2000,0,0,0,2,2,55,37.228458,-83.175751,7,4,3,1,1,2,4,097-KY-0015  -,1
71827186,1,20160723,1342,0,0,3,2,2,55,37.312771,-83.247078,1,2,2,1,1,2,2,097-KY-0015  -,0
71852746,1,20160917,2211,0,0,1,1,1,55,37.303532,-83.247459,9,3,4,1,5,6,6,097-KY-0015  -,1
71724446,1,20160124,58,0,0,0,1,1,55,38.781811,-84.371529,9,2,1,1,2,3,6,096-KY-0177  -,1
71737536,1,20160211,500,0,0,0,2,2,55,38.793331,-84.462212,1,2,3,1,2,2,1,096-KY-0017  -,1
71966453,1,20161029,1600,0,0,0,1,1,55,37.368999,-83.760483,9,2,5,1,1,2,2,095-KY-1350  -,1
71717973,1,20160102,2115,0,0,3,2,2,55,37.484161,-83.651878,3,2,1,1,1,1,4,095-KY-0030  -,1
71754880,1,20160329,2150,0,0,0,2,1,55,37.485119,-83.642921,9,2,6,1,1,2,6,095-KY-0030  -,0
71747802,1,20160314,2038,0,0,2,1,1,55,38.447361,-84.908897,9,2,3,1,5,2,6,094-KY-0355  -,1
71830215,1,20160814,1925,0,0,1,1,1,55,38.463329,-84.776718,9,2,6,1,5,2,2,094-KY-0227  -,1
71778152,1,20160525,741,0,0,0,1,1,55,38.360451,-85.589249,9,2,1,1,1,2,6,093-KY-0329  -,1
71728545,1,20160128,1443,0,1,0,2,1,35,38.408531,-85.379173,9,2,6,1,1,3,2,093-KY-0053  -,0
71784425,1,20160601,1210,0,0,0,2,2,70,37.549339,-86.934692,5,4,4,1,1,2,2,092-WN-9007  -,1
71936538,1,20161027,1454,0,1,1,2,2,35,37.416649,-86.878578,1,5,6,1,1,3,2,092-US-0231  -,0
71748217,1,20160318,1028,0,0,0,1,1,55,37.383308,-86.876457,9,2,4,1,1,2,2,092-KY-0369  -,0
71723413,1,20160121,1632,0,0,0,1,1,55,37.520569,-86.811249,9,2,4,1,1,3,2,092-KY-0069  -,1
71730577,1,20160204,1310,0,0,3,2,2,55,37.522678,-86.808144,5,2,6,1,1,2,2,092-KY-0069  -,1
71771577,1,20160426,1400,0,0,0,2,2,55,38.319939,-84.075439,8,2,4,1,1,2,2,091-KY-0036  -,1
71794817,1,20160616,1333,0,0,1,1,1,55,38.252781,-83.921288,9,2,1,1,1,2,2,091-KY-0036  -,1
71802427,1,20160712,958,0,1,0,1,1,55,37.763691,-85.352333,9,2,1,1,5,6,2,090-US-0150  -,1
71830123,1,20160821,259,0,0,0,1,1,55,37.785339,-85.402382,9,2,2,1,5,6,4,090-US-0150  -,1
71897264,1,20161121,1300,0,0,0,1,1,55,37.615799,-85.503769,9,2,1,1,1,2,2,090-KY-0457  -,1
71754935,1,20160402,1600,0,1,1,2,2,55,37.83902,-85.489311,5,4,6,1,1,7,2,090-KY-0245  -,1
71857483,1,20160925,100,0,0,0,1,1,55,37.64024,-85.489326,9,2,2,1,1,2,6,090-KY-0052  -,1
71807608,1,20160628,1323,0,0,0,2,2,55,37.25848,-87.204773,1,2,4,1,1,2,2,089-KY-0181  -,0
71824211,1,20160616,1422,0,0,0,1,1,55,37.20462,-86.947762,9,2,3,1,1,2,2,089-KY-0070  -,1
71871444,1,20161010,805,0,0,1,2,2,55,38.026749,-83.921188,3,2,6,1,1,2,2,087-US-0460  -,0
71723475,1,20160109,1700,0,0,0,1,1,55,37.99641,-83.941551,9,2,1,1,1,3,2,087-KY-0011  -,1
71796175,1,20160608,2249,0,0,0,1,1,55,36.759548,-85.793098,9,2,1,1,1,2,6,086-KY-0063  -,1
71827238,1,20160813,450,0,0,0,1,1,55,36.86919,-85.643692,9,2,1,1,1,2,6,085-KY-0090  -,1
71790697,1,20160616,1358,0,0,0,2,2,55,37.801689,-84.847588,5,4,4,1,1,2,2,084-US-0127  -,0
71789426,1,20160614,1700,0,1,0,2,2,55,37.88271,-86.196716,4,2,6,1,5,6,2,082-US-0060  -,0
71810686,1,20160720,1048,0,1,0,2,2,55,37.883011,-86.059212,5,2,5,1,1,2,2,082-US-0060  -,0
71852103,1,20160913,1943,0,0,0,1,1,55,37.862759,-86.017113,9,2,1,2,1,2,2,082-KY-1816  -,1
71780461,1,20160529,57,0,0,0,1,1,55,37.940849,-86.226158,9,2,1,1,1,2,6,082-KY-0144  -,1
71768104,1,20160502,1120,0,0,0,2,2,55,38.584179,-83.698357,5,3,4,1,1,2,2,081-KY-0009  -,0
71768836,1,20160418,1450,0,0,2,4,4,45,38.65527,-83.895897,7,2,3,1,1,2,2,081-KY-0009  -,0
71771440,1,20160411,1418,0,0,1,2,2,55,37.867962,-82.546204,1,2,6,1,1,2,2,080-KY-0040  -,0
71817899,1,20160728,1644,0,1,0,3,3,55,36.765228,-88.31073,1,4,4,2,1,2,2,079-US-0641  -,1
71895547,1,20161118,1430,0,0,1,2,2,45,36.916031,-88.339317,1,2,6,1,1,3,2,079-US-0641  -,1
71797682,1,20160705,1301,0,0,0,2,1,55,36.774261,-88.308594,9,2,1,1,5,3,2,079-KY-1824  -,1
71813720,1,20160724,359,0,0,0,1,1,55,37.54599,-85.30294,9,3,3,1,1,2,6,078-US-0068  -,1
71750057,1,20160309,1648,0,0,0,1,1,55,37.582142,-85.433563,9,2,1,1,1,3,2,078-KY-0527  -,1
71861066,1,20160919,1802,0,0,0,1,1,55,37.652161,-85.440521,9,2,1,1,1,2,2,078-KY-0527  -,1
71729562,1,20160104,1732,0,0,1,2,2,55,37.531479,-85.382721,3,2,4,1,1,2,3,078-KY-0412  -,0
71746748,1,20160222,1220,0,0,0,1,1,55,37.592209,-82.961029,9,2,3,1,5,3,2,077-KY-0542  -,1
71766275,1,20160412,233,0,0,0,1,1,45,37.650669,-84.241768,9,2,6,1,5,6,6,076-US-0421  -,1
71885531,1,20161019,1858,0,0,0,1,1,45,37.562752,-84.287399,9,2,6,1,1,2,6,076-KY-0595  -,1
71820797,1,20160731,1315,0,0,0,1,1,55,37.740059,-84.161278,9,2,1,1,1,2,2,076-KY-0052  -,1
71778848,1,20160513,648,0,0,0,2,2,70,37.823811,-84.323036,8,3,6,1,1,2,2,076- I-0075  -,0
71916838,1,20161217,1648,0,0,0,1,1,70,37.585381,-84.312843,9,6,6,1,1,3,2,076- I-0075  -,1
71778900,1,20160517,2214,0,0,0,2,1,55,36.69743,-84.457474,9,2,4,1,1,2,6,074-US-0027  -,0
71812154,1,20160719,119,0,0,0,2,2,45,36.783199,-84.48243,5,4,6,1,1,2,6,074-US-0027  -,1
71853509,1,20160902,2205,0,0,1,1,1,55,36.855621,-84.390549,9,2,6,1,1,2,6,074-KY-0090  -,1
71851343,1,20160918,1650,0,0,0,2,2,55,37.033001,-88.749184,7,2,6,1,1,2,2,073-US-0062  -,1
71878319,1,20161026,955,0,0,2,2,2,35,37.060711,-88.647308,1,2,6,1,1,2,2,073-US-0062  -,0
71782070,1,20160602,1233,0,1,0,3,3,25,37.088249,-88.59742,1,4,6,1,1,3,2,073-US-0045 X-,0
71838240,1,20160901,1624,0,0,0,2,2,45,37.040169,-88.644974,1,2,2,1,1,2,2,073-KY-3074  -,1
71747396,1,20160315,1843,0,0,0,2,1,35,37.056461,-88.626511,9,2,5,1,1,2,2,073-KY-1310  -,0
71822403,1,20160807,1845,0,0,0,1,1,55,37.078911,-88.746628,9,2,3,1,1,2,2,073-KY-0305  -,1
71869015,1,20161013,1154,0,0,0,2,1,55,37.073978,-88.756012,9,2,6,1,1,2,2,073-KY-0305  -,0
71759996,1,20160416,2107,0,0,5,2,2,55,36.963219,-88.51326,3,2,3,1,1,2,2,073-KY-0131  -,0
71750878,1,20160323,1411,0,0,0,2,2,55,37.104092,-88.004578,3,2,4,1,1,2,2,072-US-0062  -,0
71847277,1,20160907,2357,0,0,3,2,2,70,37.063591,-88.202408,3,4,4,1,1,2,6,072- I-0024  -,1
71810678,1,20160717,1311,0,0,2,2,2,55,36.98772,-86.857521,3,2,4,1,1,2,2,071-KY-3201  -,0
71787929,1,20160508,2127,0,0,0,1,1,55,37.46563,-84.682983,9,2,3,1,1,3,3,069-KY-0698  -,1
71776898,1,20160521,831,0,0,1,1,1,45,37.401379,-84.50779,9,2,4,1,5,3,2,069-KY-0039  -,1
71942816,1,20161001,1643,0,0,0,1,1,55,38.60239,-83.103729,9,2,3,1,1,2,2,068-KY-1021  -,1
71798589,1,20160324,1315,0,0,1,1,1,55,38.565281,-83.258362,9,2,6,1,1,3,2,068-KY-0009  -,1
71777510,1,20160407,1822,0,0,1,2,2,55,38.592739,-83.288918,3,2,1,1,5,6,2,068-KY-0008  -,1
71924673,1,20160918,1947,0,0,3,2,2,55,38.697819,-83.041122,3,2,6,1,1,3,3,068-KY-0008  -,1
71777579,1,20160311,441,0,0,1,1,1,55,37.07634,-82.839081,9,2,3,1,5,6,6,067-KY-0931  -,1
71886467,1,20161018,1246,0,0,0,1,1,55,37.194908,-82.88929,9,2,6,1,1,2,2,067-KY-0007  -,1
71897773,1,20161112,1500,0,0,0,1,1,55,37.092758,-83.262848,9,2,6,1,1,2,2,066-KY-0699  -,1
71748129,1,20160303,1931,0,0,1,1,1,55,37.171822,-83.457123,9,3,1,1,5,9,4,066-HR-9006  -,1
71842711,1,20160829,1723,0,0,0,1,1,55,37.554131,-83.56897,9,2,1,1,5,6,2,065-KY-0052  -,1
71850380,1,20160827,1456,0,0,0,1,1,55,38.023331,-82.873268,9,2,3,1,1,2,2,064-KY-0032  -,1
71821406,1,20160803,2113,0,0,0,2,1,55,36.993542,-84.080009,9,3,6,1,1,2,6,063-US-0025  -,0
71918292,1,20161215,703,0,0,0,1,1,35,37.07386,-83.925926,9,2,3,1,1,2,1,063-KY-1803  -,1
71931687,1,20161217,1407,0,0,1,1,1,35,37.225368,-84.103851,9,2,1,1,5,3,2,063-KY-0490  -,1
71818318,1,20160717,2151,0,1,1,1,1,55,37.148529,-84.013138,9,2,1,1,1,2,6,063-KY-0472  -,1
71896866,1,20160530,2127,0,0,0,2,2,55,37.003288,-84.160988,1,2,1,1,1,2,6,063-KY-0363  -,0
71950196,1,20161130,1358,0,0,1,2,2,55,37.022831,-83.953873,3,2,4,1,5,6,2,063-KY-0229  -,0
71747305,1,20160225,1523,0,1,2,2,2,55,37.115089,-84.060837,1,5,6,1,1,2,2,063-KY-0192  -,0
71828949,1,20160810,1832,0,0,1,2,2,55,37.05307,-84.17054,3,2,6,1,1,2,2,063-KY-0192  -,0
71913454,1,20161013,733,0,0,1,2,2,55,37.144348,-84.071999,1,2,1,1,5,3,1,063-HR-9006  -,0
71860396,1,20160925,1242,0,0,1,2,2,55,37.459759,-85.88253,8,4,6,1,1,2,2,062- I-0065  -,0
71856753,1,20160923,1403,0,1,1,2,2,55,36.842159,-83.783218,4,4,6,1,1,2,2,061-US-0025 E-,0
71814823,1,20160722,1437,0,0,0,2,2,45,36.931648,-83.839752,3,2,2,1,1,2,2,061-KY-0011  -,0
71734009,1,20160206,718,0,1,1,2,1,45,39.066231,-84.53067,9,4,4,1,1,2,1,059-US-0025  -,0
71871088,1,20161010,655,0,1,0,2,1,35,39.03294,-84.567734,9,5,4,1,1,2,6,059-US-0025  -,0
71754478,1,20160403,2303,0,0,1,1,1,55,38.85635,-84.536102,9,2,3,1,1,3,6,059-KY-0017  -,1
71833686,1,20160825,400,0,1,0,2,1,30,39.053761,-84.50322,9,4,4,1,1,2,5,059-KY-0016  -,0
71854042,1,20160920,1300,0,0,0,2,2,45,38.887569,-84.593674,1,2,3,1,1,2,2,059-KY-0016  -,1
71812422,1,20160724,1637,0,0,1,2,2,55,37.86805,-82.691963,3,1,3,1,1,2,2,058-KY-3390  -,1
71827709,1,20160723,1556,0,0,0,2,1,35,37.810089,-82.80352,9,3,6,1,1,2,2,058-KY-0321  -,0
71779348,1,20160521,824,0,0,0,1,1,55,37.88723,-84.65757,9,2,4,1,5,6,2,057-US-0068  -,1
71843421,1,20160820,1457,0,0,4,2,2,55,37.859581,-84.581398,3,2,6,1,1,2,2,057-US-0027 X-,1
71780349,1,20160526,1700,0,0,1,2,2,55,37.94949,-84.542412,3,4,6,1,5,6,2,057-US-0027  -,0
71871834,1,20161016,1944,0,1,1,2,2,55,37.91618,-84.55735,4,4,4,1,1,2,5,057-US-0027  -,0
71789977,1,20160620,2238,0,0,0,1,1,35,37.878151,-84.564484,9,2,1,1,1,3,5,057-KY-0039  -,1
71886229,1,20161104,623,0,0,0,2,1,35,38.24572,-85.753754,9,6,6,1,1,3,5,056-US-0150  -,0
71823995,1,20160807,350,0,1,0,2,2,45,38.22908,-85.714897,7,4,3,1,1,2,6,056-US-0060 A-,1
71855735,1,20160924,23,0,1,2,3,3,35,38.210739,-85.770599,7,4,3,1,1,2,5,056-US-0060 A-,0
71769278,1,20160505,419,0,0,0,1,1,35,38.254059,-85.670464,9,4,6,1,5,6,6,056-US-0060  -,1
71816211,1,20160725,1005,0,1,1,2,2,45,38.244652,-85.553963,1,4,4,1,1,2,2,056-US-0060  -,1
71870930,1,20161010,1823,0,1,3,4,4,45,38.3036,-85.627647,1,4,6,1,1,2,2,056-US-0042  -,0
71737318,1,20160205,1822,0,0,2,2,2,50,38.067322,-85.885201,3,4,6,1,1,2,3,056-US-0031 W-,1
71772255,1,20160508,2232,0,0,0,2,1,35,38.200329,-85.802528,9,2,6,2,1,2,5,056-US-0031 W-,0
71819408,1,20160724,2307,0,1,0,3,3,35,38.209862,-85.797897,5,4,6,1,1,2,6,056-US-0031 W-,0
71828365,1,20160817,1727,0,1,0,2,2,35,38.10931,-85.865623,4,4,6,1,1,2,2,056-US-0031 W-,0
71862630,1,20161003,2204,0,0,0,3,2,55,38.014469,-85.925148,8,4,6,1,1,2,6,056-US-0031 W-,0
71786199,1,20160609,17,0,0,0,2,1,35,38.254719,-85.739227,9,4,6,1,1,2,7,056-US-0031 E-,0
71783654,1,20160528,2210,0,1,0,2,2,35,38.091221,-85.655022,1,2,6,1,1,3,6,056-KY-2053  -,0
71901038,1,20161127,317,0,0,0,1,1,35,38.17625,-85.838348,9,2,6,1,1,2,5,056-KY-2051  -,1
71741002,1,20160229,1354,0,1,0,2,1,35,38.191559,-85.800858,9,4,6,1,1,2,2,056-KY-1931  -,0
71816189,1,20160730,1037,0,0,0,2,2,45,38.208431,-85.787849,1,4,6,1,1,2,2,056-KY-1931  -,0
71840370,1,20160825,1503,0,1,1,2,2,35,38.189209,-85.801231,7,5,6,1,1,2,2,056-KY-1931  -,0
71871006,1,20161017,1938,0,1,0,2,2,35,38.145142,-85.882919,1,4,3,1,1,2,6,056-KY-1931  -,0
71922646,1,20161219,2112,0,0,0,2,1,40,38.2076,-85.788597,9,5,6,2,1,2,5,056-KY-1931  -,0
71752704,1,20160325,251,0,0,0,1,1,35,38.179062,-85.783173,9,4,3,1,1,3,6,056-KY-1865  -,1
71828868,1,20160726,1536,0,0,1,2,2,35,38.163029,-85.779861,3,4,6,1,1,2,2,056-KY-1865  -,0
71763462,1,20160413,1747,0,1,0,2,2,35,38.208672,-85.75106,3,4,6,1,1,2,2,056-KY-1631  -,0
71822295,1,20160806,2159,0,0,0,1,1,35,38.124489,-85.898033,9,2,6,1,1,2,6,056-KY-1230  -,1
71792442,1,20160623,1927,0,0,0,2,1,25,38.176689,-85.76503,9,2,6,1,1,3,2,056-KY-1020  -,0
71886237,1,20161106,1230,0,1,0,2,1,40,38.189251,-85.766701,9,5,6,1,1,2,2,056-KY-1020  -,0
71755805,1,20160405,515,0,0,0,1,1,55,38.113838,-85.718468,9,3,6,1,1,2,2,056-KY-0841  -,1
71854761,1,20160922,2119,0,0,0,2,1,45,38.187149,-85.522629,9,4,6,1,1,2,6,056-KY-0155  -,0
71911559,1,20161207,948,0,0,1,2,2,55,38.19083,-85.487038,3,2,6,1,1,2,2,056-KY-0155  -,1
71791107,1,20160622,54,0,1,0,2,2,45,38.193062,-85.7286,1,4,6,1,1,2,5,056-KY-0061  -,0
71835011,1,20160824,2225,0,1,0,2,1,45,38.171299,-85.709229,9,5,6,1,1,2,6,056-KY-0061  -,0
71747464,1,20160315,1707,0,0,2,5,5,65,38.205872,-85.507088,5,4,6,1,1,2,2,056- I-0265  -,1
71779884,1,20160523,2031,0,0,0,2,2,55,38.194462,-85.709198,5,4,6,2,1,2,2,056- I-0264  -,0
71912953,1,20161201,2225,0,0,0,2,1,55,38.236778,-85.631638,9,4,4,2,1,2,5,056- I-0064  -,0
71859179,1,20160924,900,0,0,0,1,1,55,37.363338,-83.907959,9,2,6,1,1,2,2,055-US-0421  -,1
71936324,1,20161120,1911,0,0,0,1,1,55,37.478748,-84.048981,9,2,6,1,1,2,6,055-US-0421  -,1
71716493,1,20160105,1554,0,0,1,1,1,25,37.286591,-87.514191,9,1,6,3,3,2,2,054-KY-2171  -,1
71869051,1,20161012,630,0,0,3,2,2,55,37.353081,-87.606781,3,2,3,1,1,2,1,054-KY-1034  -,0
71777101,1,20160522,2004,0,0,0,1,1,55,37.486301,-87.38044,9,2,6,1,1,2,2,054-KY-0281  -,1
71730547,1,20160131,2200,0,0,0,1,1,55,37.357571,-87.462502,9,2,6,1,1,2,6,054-KY-0254  -,1
71855075,1,20160923,2207,0,0,0,1,1,55,37.272839,-87.606934,9,2,6,1,1,4,4,054-KY-0070  -,1
71785945,1,20160603,511,0,0,0,2,2,55,38.440449,-85.169159,3,2,4,1,1,4,6,052-US-0421  -,0
71793383,1,20160620,2134,0,0,0,1,1,55,38.478561,-85.266739,9,2,6,1,1,2,4,052-KY-1606  -,1
71778898,1,20160525,2058,0,0,1,1,1,55,38.399029,-85.076714,9,2,3,1,1,2,6,052-KY-0022  -,1
71746744,1,20160313,557,0,0,0,2,2,70,38.426392,-85.323128,5,4,4,1,5,4,6,052- I-0071  -,1
71731237,1,20160208,1416,0,0,0,2,2,35,37.86095,-87.564873,2,4,6,1,5,1,2,051-US-0060  -,0
71826499,1,20160812,2011,0,0,1,2,2,45,37.815392,-87.615913,5,4,6,2,1,2,5,051-US-0041 A-,0
71892205,1,20161115,1543,0,0,1,2,2,45,37.816959,-87.613411,1,4,6,1,1,2,2,051-US-0041 A-,0
71821289,1,20160805,800,0,1,0,2,2,55,37.689629,-87.52198,1,2,6,2,1,2,2,051-US-0041  -,0
71785051,1,20160608,1756,0,0,0,1,1,45,37.72588,-87.656799,9,2,3,1,1,2,2,051-KY-0266  -,1
71789645,1,20160617,1116,0,0,2,1,1,55,37.3517,-85.96608,9,2,3,1,1,2,4,050-KY-1140  -,1
71796794,1,20160704,1502,0,0,0,1,1,55,37.376751,-85.800308,9,2,4,1,5,3,2,050-KY-0936  -,1
71815028,1,20160726,807,0,0,0,1,1,55,37.351711,-85.711449,9,2,2,1,1,2,2,050-KY-0569  -,1
71750994,1,20160318,1332,0,1,0,3,3,35,37.180069,-85.91423,3,2,1,1,1,2,2,050-KY-0218  -,1
71908023,1,20161123,1152,0,0,1,2,2,35,38.37698,-84.291138,3,2,1,1,5,3,2,049-KY-0982  -,0
71736939,1,20160221,1053,0,1,0,2,2,45,36.825161,-83.32032,1,4,3,1,5,6,2,048-US-0421  -,1
71758028,1,20160317,1210,0,0,0,2,2,55,36.914791,-83.345123,3,2,3,1,1,2,2,048-US-0421  -,1
71833549,1,20160818,1730,0,0,3,2,2,55,36.81403,-83.281311,1,2,3,1,1,3,2,048-US-0421  -,0
71721345,1,20160108,705,0,0,3,2,2,55,36.985779,-82.958023,3,2,1,1,5,6,2,048-US-0119  -,0
71794162,1,20160513,1427,0,0,0,1,1,55,36.790691,-83.247726,9,2,2,1,1,2,2,048-KY-3001  -,1
